itemId,itemName,itemImageURL
1814,Edward Scissorhands (1990),http://www.impawards.com/1990/posters/edward_scissorhands_ver1_xlg.jpg
1815,Overnight Delivery (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BYTFlMmQ2ZDEtNGVmNS00NTI1LTljZTYtNjk0Njc1OTQxZDMwXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
1816,Antz (1998),http://c8.alamy.com/comp/BPGHPR/z-new-york-skyline-poster-antz-1998-BPGHPR.jpg
1817,The Impostors (1998),https://vignette.wikia.nocookie.net/scratchpad/images/d/d9/The_Impostors_%281998%29_Poster.png/revision/latest?cb=20171003012306
1818,"Night at the Roxbury, A (1998)",http://www.impawards.com/1998/posters/night_at_the_roxbury.jpg
1819,What Dreams May Come (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BNTg5ZWRjNTctNmMyMi00NTJmLTg3YjktMzJlMDRiYWQ0MjMzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1820,The Producers (1968),https://imgc.allpostersimages.com/img/posters/the-producers-1968_u-L-P9A0PD0.jpg?src=gp&w=300&h=375
1821,History of the World: Part I (1981),http://www.impawards.com/1981/posters/history_of_the_world_part_i_xlg.jpg
1822,My Cousin Vinny (1992),http://www.impawards.com/1992/posters/my_cousin_vinny_ver1.jpg
1823,Nashville (1975),http://www.impawards.com/1975/posters/nashville_ver1_xlg.jpg
1824,Love Is the Devil (1998),http://img.moviepostershop.com/love-is-the-devil-movie-poster-1998-1020196062.jpg
1825,Slam (1998),http://www.impawards.com/1998/posters/slam_ver2.jpg
1826,Holy Man (1998),http://img.moviepostershop.com/holy-man-movie-poster-1998-1020221035.jpg
1827,One Tough Cop (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMTg1NTE1NV5BMl5BanBnXkFtZTcwNzQzMjMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1828,The Mighty (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhMDFmNzUtOTE4OC00Mzg4LWI3NDktNjRkMWUyMTgyNjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1829,2010: The Year We Make Contact (1984),https://mindreels.files.wordpress.com/2015/08/2010.jpg
1830,Children of a Lesser God (1986),http://static.m4ufree.tv/uploads/1500/Children-of-a-Lesser-God-1986-IMDb.jpg
1831,The Elephant Man (1980),"https://images-na.ssl-images-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1832,Beloved (1998),http://www.impawards.com/1998/posters/beloved_xlg.jpg
1833,Bride of Chucky (Child's Play 4) (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MjA1Njc2N15BMl5BanBnXkFtZTcwMDM4NDAzMQ@@._V1_.jpg
1834,Practical Magic (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BMzU4MmNkNGYtN2I1Zi00ZDEzLTlmZjItNWQ5NWI0NzcwZDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_SX674_AL_.jpg
1835,Happiness (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BM2FlNzE0ZmUtMmVkZS00MWQ3LWE4OWQtYjQwZjdhNzRmNWE2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
1836,Apt Pupil (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BMWEzMzkyZTQtNWRiZS00ODgzLTg4ZDgtOTIzZDc5ZTA2YjgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1837,Pleasantville (1998),http://www.impawards.com/1998/posters/pleasantville_ver2.jpg
1838,Soldier (1998),http://www.impawards.com/1998/posters/soldier_ver1_xlg.jpg
1839,The Cruise (1998),https://alchetron.com/cdn/The-Cruise-1998-film-images-4cd30851-ffdb-4185-b564-4291bffb85a.jpg
1840,Life Is Beautiful (La Vita e bella) (1997),https://jrwhiteelephantfilmcritic.files.wordpress.com/2014/04/life-is-beautiful-movie-poster-1020270381.jpg
1841,Orgazmo (1997),"https://images-na.ssl-images-amazon.com/images/M/MV5BNTYyYjczNGMtMDM0My00NWFlLTk0ZjYtOWY0Y2Q4NmU4NmE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1842,Tales from the Darkside: The Movie (1990),"https://images-na.ssl-images-amazon.com/images/M/MV5BODI4ZTI1ZjMtYmE5MC00NTM5LTgwMDgtNWI1ZTI1MDYyOGYyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
1843,Vampires (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTlmYzc0YmEtNDQ3ZS00ZmFjLTkxMmEtZDY5NGVmOWQ0MzQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1844,American History X (1998),http://images6.fanpop.com/image/photos/38800000/American-History-X-Poster-american-history-x-38821277-1024-1200.jpg
1845,Hands on a Hard Body (1996),https://images-na.ssl-images-amazon.com/images/I/7121MPM385L._SY445_.gif
1846,Living Out Loud (1998),http://img.moviepostershop.com/living-out-loud-movie-poster-1998-1020232358.jpg
1847,Gods and Monsters (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BZDczYmY3Y2UtZGQxZi00Zjg1LTk3N2QtMjk4ZGVmYWYwMWQxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR6,0,182,268_AL_.jpg"
1848,The Siege (1998),http://www.impawards.com/1998/posters/siege_ver2.jpg
1849,The Waterboy (1998),http://www.wearemoviegeeks.com/wp-content/uploads/The-Waterboy-movie-poster.jpg
1850,Elizabeth (1998),http://www.impawards.com/1998/posters/elizabeth.jpg
1851,Velvet Goldmine (1998),http://www.impawards.com/1998/posters/velvet_goldmine_ver2.jpg
1852,I Still Know What You Did Last Summer (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BYTgwZmFkZmQtZTVjNC00ZTU4LWI4NjItYzdhYTg1ZjkyODZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1853,I'll Be Home For Christmas (1998),http://img.moviepostershop.com/ill-be-home-for-christmas-movie-poster-1998-1020369968.jpg
1854,Meet Joe Black (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BNTc0MzRmMTgtMTk4OS00MzdkLWJjNWMtZWJmZjlkYTI0YWRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY1200_CR88,0,630,1200_AL_.jpg"
1855,Hard Core Logo (1996),"https://images-na.ssl-images-amazon.com/images/M/MV5BMmFiNDFmNjktZTllNS00Yjc1LTgxNDQtNjY3ODk1NzM3ZDY3L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1856,Runaway Train (1985),http://img.moviepostershop.com/runaway-train-movie-poster-1985-1020194429.jpg
1857,Desert Bloom (1986),https://a.ltrbxd.com/resized/film-poster/9/6/7/3/9/96739-desert-bloom-0-230-0-345-crop.jpg?k=7526f2ad6f
1858,The Stepford Wives (1975),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NTQ1Mzc2NF5BMl5BanBnXkFtZTgwMDE2NjAxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
1859,The Pope of Greenwich Village (1984),"https://images-na.ssl-images-amazon.com/images/M/MV5BYWIzNDE1MjYtM2JlZi00ZDQ0LWIzYTUtNWNiYzI0OTZkZjFjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1860,Sid and Nancy (1986),http://c8.alamy.com/comp/EFBC1D/chloe-webb-gary-oldman-poster-sid-and-nancy-1986-EFBC1D.jpg
1861,Mona Lisa (1986),http://www.impawards.com/1986/posters/mona_lisa.jpg
1862,Heart Condition (1990),http://www.impawards.com/1990/posters/heart_condition.jpg
1863,"Nights of Cabiria (Notti di Cabiria, Le) (1957)","https://images-na.ssl-images-amazon.com/images/M/MV5BZjllMDcyY2YtZDc5Zi00NDRlLThkZmItMTJhOWZmYjM0NmQyXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY268_CR2,0,182,268_AL_.jpg"
1864,The Big Chill (1983),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4MjEyMTk5NzheQTJeQWpwZ15BbWU4MDY1NDA1MTAx._V1_UX182_CR0,0,182,268_AL_.jpg"
1865,Enemy of the State (1998),http://www.impawards.com/1998/posters/enemy_of_the_state.jpg
1866,The Rugrats Movie (1998),http://www.impawards.com/1998/posters/rugrats_xlg.jpg
1867,"Bug's Life, A (1998)",http://www.impawards.com/1998/posters/bugs_life_ver1.jpg
1868,Celebrity (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BOWY0ZjYyMTItNjNlMi00NWI5LTkzY2MtYTczNjcyNDMwMTJmXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg"
1869,Central Station (Central do Brasil) (1998),http://www.nordicposters.com/p2/central_do_brasil_98.jpg
1870,Waking Ned Devine (a.k.a. Waking Ned) (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BYjg3YThlNTYtZTNiYS00MmU4LWIwM2YtYWZjYjIzYjUyNzE0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
1871,The Celebration (Festen) (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BOWEzZDc5MWEtMDY4MC00YjlmLTlmYjctNzRjNWU5MzNkNWVmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
1872,Pink Flamingos (1972),https://theredlist.com/media/database/films/cinema/1970_1/pink-flamingos/008-pink-flamingos-theredlist.jpg
1873,Glen or Glenda (1953),http://c8.alamy.com/comp/BKB3FG/glen-or-glenda-1953-poster-BKB3FG.jpg
1874,Godzilla (Gojira) (1954),https://upload.wikimedia.org/wikipedia/commons/9/95/Gojira_1954_Japanese_poster.jpg
1875,The Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla) (1984),https://s-media-cache-ak0.pinimg.com/originals/49/54/af/4954afbd8ccd9c776de428993264c633.jpg
1876,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),http://wrongsideoftheart.com/wp-content/gallery/posters-k/king_kong_vs_godzilla_poster_01.jpg
1877,King Kong (1933),https://images-na.ssl-images-amazon.com/images/I/81jXzdqBIOL._SY550_.jpg
1878,King Kong (1976),http://originalvintagemovieposters.com/wp-content/uploads/2010/01/King-Kong.jpg
1879,King Kong Lives (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BNzAxNTQyMzYtMTg5Zi00OTA1LWEwYjEtNjg3ZmJhOWZiMzk3XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UY268_CR1,0,182,268_AL_.jpg"
1880,Desperately Seeking Susan (1985),"https://images-na.ssl-images-amazon.com/images/M/MV5BZGY2ZGU4OGMtODMxMC00M2M1LWE0ZGQtOGM1Yjk4MTJmNTZlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1881,The Emerald Forest (1985),http://www.impawards.com/1985/posters/emerald_forest.jpg
1882,Fletch (1985),https://s-media-cache-ak0.pinimg.com/originals/a5/84/c8/a584c8f5ea0d5481a44db276b4004b79.jpg
1883,Fletch Lives (1989),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1YmE1MTAtY2VhMS00ZDZmLTg0MWMtY2MxNjRmMzU1ZjgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1884,Red Sonja (1985),https://vignette.wikia.nocookie.net/conan/images/7/77/Red_Sonja_1985_poster.jpg/revision/latest?cb=20171114210121
1885,Gung Ho (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BMGU5NWQ1MTYtNzVkMy00NDFhLThkZTctM2MxMTFiN2NlMmU3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY1200_CR83,0,630,1200_AL_.jpg"
1886,The Money Pit (1986),https://orig00.deviantart.net/a26b/f/2015/096/9/f/the_money_pit__1986____poster_1_by_mrzhack-d8oqhg6.jpg
1887,"View to a Kill, A (1985)","https://images-na.ssl-images-amazon.com/images/M/MV5BMTZjNzJhOWYtMjZiNS00NmU2LTllYjAtOTAzMDk1NTI0ZTFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
1888,Lifeforce (1985),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTMxOTQyOV5BMl5BanBnXkFtZTcwMzU1NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1889,Police Academy (1984),http://movie24k.info/wp-content/uploads/2017/04/Police-Academy-1984.jpg
1890,Police Academy 2: Their First Assignment (1985),https://www.movieposter.com/posters/archive/main/151/MPW-75661
1891,Police Academy 3: Back in Training (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BNWM0NGQ2ZTctZDNiZi00MzlmLTlhODAtMWQ5Y2Q0YTFjOTcwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1892,Police Academy 4: Citizens on Patrol (1987),http://img.moviepostershop.com/police-academy-4-citizens-on-patrol-movie-poster-1987-1020243963.jpg
1893,Police Academy 5: Assignment: Miami Beach (1988),"https://images-na.ssl-images-amazon.com/images/M/MV5BNmJjN2Y2NDgtMDE5Mi00ZWUwLTkyMmQtZTgzZTdiMTM4OGUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1894,Police Academy 6: City Under Siege (1989),"https://images-na.ssl-images-amazon.com/images/M/MV5BZDg4YWQ2MTQtYTlhNC00NDA3LTg2NWMtZTNjODY1Yzc2NmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1895,Babe: Pig in the City (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_SY1000_CR0,0,677,1000_AL_.jpg"
1896,Home Fries (1998),http://www.impawards.com/1998/posters/home_fries.jpg
1897,Jerry Springer: Ringmaster (1998),https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Ringmaster-Poster.jpg/220px-Ringmaster-Poster.jpg
1898,Very Bad Things (1998),https://i.jeded.com/i/very-bad-things-1998.22535.jpg
1899,Steam: The Turkish Bath (Hamam) (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNTI2ODE5N15BMl5BanBnXkFtZTcwMjE2MTgxMQ@@._V1_.jpg
1900,Psycho (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQwMDczMmUtYjgzYy00NGRmLWFmMWEtNWVjMjgwNWVlMjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
1901,Little Voice (1998),http://img.moviepostershop.com/little-voice-movie-poster-1998-1020216050.jpg
1902,"Simple Plan, A (1998)",http://www.impawards.com/1998/posters/simple_plan_ver4.jpg
1903,Jack Frost (1998),http://img.moviepostershop.com/jack-frost-movie-poster-1998-1020204049.jpg
1904,Star Trek: Insurrection (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BNWEzZDI0NjEtY2FkMC00ZjQwLWI2YzgtZDEyMzMwZmRlZDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1905,The Prince of Egypt (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BOWNjMjgyNmMtNWMzZC00YjI4LWI1NmUtMTY0ZTA0ZDQ4Y2EwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
1906,Rushmore (1998),http://www.impawards.com/1998/posters/rushmore_ver1.jpg
1907,Shakespeare in Love (1998),http://www.impawards.com/1998/posters/shakespeare_in_love.jpg
1908,Mass Appeal (1984),http://www.impawards.com/1984/posters/mass_appeal.jpg
1909,Miracle on 34th Street (1947),http://img.moviepostershop.com/miracle-on-34th-street-movie-poster-1947-1020142723.jpg
1910,Santa Claus: The Movie (1985),"https://images-na.ssl-images-amazon.com/images/M/MV5BZDc1OGVkMmQtYTU0NC00ZTc4LWIyNjItM2IzYzcwNTA1ZmJmXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg"
1911,Prancer (1989),http://www.impawards.com/1989/posters/prancer.jpg
1912,Pale Rider (1985),"https://images-na.ssl-images-amazon.com/images/M/MV5BOGZjOWM3MWYtNTc5Yy00NGQ0LWFkMDQtOWUwYzhkNTZmNGI2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1913,Rambo: First Blood Part II (1985),https://www.movieposter.com/posters/archive/main/66/MPW-33203
1914,First Blood (Rambo: First Blood) (1982),"https://images-na.ssl-images-amazon.com/images/M/MV5BODBmOWU2YWMtZGUzZi00YzRhLWJjNDAtYTUwNWVkNDcyZmU5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
1915,Rambo III (1988),http://www.impawards.com/1988/posters/rambo_iii_xlg.jpg
1916,The Jewel of the Nile (1985),http://www.impawards.com/1985/posters/jewel_of_the_nile.jpg
1917,Romancing the Stone (1984),http://www.impawards.com/1984/posters/romancing_the_stone.jpg
1918,Cocoon (1985),http://c8.alamy.com/comp/BPCT36/film-poster-cocoon-1985-BPCT36.jpg
1919,Cocoon: The Return (1988),"https://images-na.ssl-images-amazon.com/images/M/MV5BZjI0YTZmZmMtYjRlMy00ZGJiLWI3YjUtNDcwNDQ1ZDU5NjQzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR1,0,182,268_AL_.jpg"
1920,Rocky II (1979),http://www.impawards.com/1979/posters/rocky_ii_ver2.jpg
1921,Rocky III (1982),https://images-na.ssl-images-amazon.com/images/I/91xUYVWBS0L._SY717_.jpg
1922,Rocky IV (1985),https://images-na.ssl-images-amazon.com/images/I/91mnPwr%2Ba4L._SY717_.jpg
1923,Rocky V (1990),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1924,Clue (1985),https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Clue_Poster.jpg/220px-Clue_Poster.jpg
1925,Young Sherlock Holmes (1985),http://hon3yhd.to/imdb/images/0090357.jpg
1926,Violets Are Blue... (1986),http://img.moviepostershop.com/violets-are-blue-movie-poster-1986-1020248320.jpg
1927,Back to School (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMTIyOTM1MF5BMl5BanBnXkFtZTcwNzQ0MTcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1928,Heartburn (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I3ODU4MWItZDJmOS00NGFkLTkzYWMtMWI4NTFmNDI2MjNmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1929,Nothing in Common (1986),https://images-na.ssl-images-amazon.com/images/I/716z-ZmC40L._SY628_.jpg
1930,Extremities (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzczODczMF5BMl5BanBnXkFtZTcwNjY5NTczNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1931,The Karate Kid (1984),https://images-na.ssl-images-amazon.com/images/I/91SqL1NZDmL._SY717_.jpg
1932,"The Karate Kid, Part II (1986)",http://www.impawards.com/1986/posters/karate_kid_part_ii_xlg.jpg
1933,"The Karate Kid, Part III (1989)","https://images-na.ssl-images-amazon.com/images/M/MV5BODk0NzA4MTMtNGQ3Zi00OTdlLThiZmQtOTI0YWEyNDFiMTg2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
1934,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),"https://images-na.ssl-images-amazon.com/images/M/MV5BMGZkMWQ2MzMtYTkxYS00OThmLWI0ZTQtNmY0ZTkyY2E4MjliXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1935,You've Got Mail (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY1200_CR90,0,630,1200_AL_.jpg"
1936,The General (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BZDQ5MGU3NDMtMzYyOS00YzY1LTlkN2ItODVhMDRiNWM5ZjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
1937,The Thin Red Line (1998),http://www.impawards.com/1998/posters/thin_red_line.jpg
1938,The Faculty (1998),http://img.moviepostershop.com/the-faculty-movie-poster-1998-1020191998.jpg
1939,Mighty Joe Young (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_UX182_CR0,0,182,268_AL_.jpg"
1940,Mighty Joe Young (1949),http://c8.alamy.com/comp/E5NGDM/mighty-joe-young-1949-E5NGDM.jpg
1941,Patch Adams (1998),http://www.impawards.com/1998/posters/patch_adams_ver1.jpg
1942,Stepmom (1998),http://www.impawards.com/1998/posters/stepmom.jpg
1943,"Civil Action, A (1998)",https://cdn.traileraddict.com/content/touchstone-pictures/a_civil_action.jpg
1944,Down in the Delta (1998),https://alchetron.com/cdn/Down-in-the-Delta-images-2a55cee4-4b55-4dfd-9f96-8e34dca6ff8.jpg
1945,Hurlyburly (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BZjk5OTIyNDQtNzQ1Mi00NDM5LWIwMGUtN2Y0MzNiZGQ4NDhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1946,Tea with Mussolini (1999),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDQxODUyOF5BMl5BanBnXkFtZTcwNTczMTM3NA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg"
1947,Wilde (1997),"https://images-na.ssl-images-amazon.com/images/M/MV5BZGRjYWM5YmQtZDBlNC00ZWNjLThkMDMtYWIzZGQwYjA2ZDQ5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1948,Outside Ozona (1998),http://www.impawards.com/1998/posters/outside_ozona.jpg
1949,Affliction (1997),https://www.movieposter.com/posters/archive/main/113/MPW-56680
1950,Another Day in Paradise (1998),http://images3.static-bluray.com/products/20/28237_1_front.jpg
1951,The Hi-Lo Country (1998),http://img.moviepostershop.com/the-hi-lo-country-movie-poster-1998-1020369670.jpg
1952,Hilary and Jackie (1998),http://img.moviepostershop.com/hilary-and-jackie-movie-poster-1998-1020248082.jpg
1953,Playing by Heart (1998),"https://images-na.ssl-images-amazon.com/images/M/MV5BOTMxYmVmZTgtZjc5Yi00N2VmLThmNGUtOGNiM2QwODJmMzY2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
1954,At First Sight (1999),https://static.rogerebert.com/uploads/movie/movie_poster/at-first-sight-1999/large_4c8ZzietnzMzYet81FFsGTQ62q6.jpg
1955,In Dreams (1999),"https://images-na.ssl-images-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1956,Varsity Blues (1999),https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Varsity_Blues_%281999_film%29_poster.jpg/220px-Varsity_Blues_%281999_film%29_poster.jpg
1957,Virus (1999),"https://images-na.ssl-images-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX680_CR0,0,680,999_AL_.jpg"
1958,The Garbage Pail Kids Movie (1987),https://vignette.wikia.nocookie.net/scratchpad/images/9/91/1987_-_The_Garbage_Pail_Kids_Movie_Poster.jpeg/revision/latest?cb=20150803194057
1959,Howard the Duck (1986),https://images-na.ssl-images-amazon.com/images/I/91rZKHF4NfL._SY550_.jpg
1960,The Gate (1987),"https://images-na.ssl-images-amazon.com/images/M/MV5BOTU2M2U4YTgtMDU0MS00MzFkLTg0OGMtODFlZDk3NjY2MmMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1961,The Boy Who Could Fly (1986),http://www.joblo.com/posters/images/full/1986-the-boy-who-could-fly-poster3.jpg
1962,The Fly (1958),"https://images-na.ssl-images-amazon.com/images/M/MV5BMWRhMTY4NTgtYTljZi00ZGQzLWE3NWMtMmNjNzRkZmUyZjIyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
1963,The Fly (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BNjI3OGRhYjUtZmY1MC00N2JlLWJjMDUtYmViNTE0NDA0NzZlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
1964,The Fly II (1989),"https://images-na.ssl-images-amazon.com/images/M/MV5BOTAyYjljNDctODg5Mi00YjYxLTk5MTMtZTk3MDk4NGZkN2MwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1965,Running Scared (1986),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDYyNDYwNl5BMl5BanBnXkFtZTcwODM2OTY2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1966,Armed and Dangerous (1986),https://cdn.traileraddict.com/content/columbia-pictures/armed_and_dangerous.jpg
1967,The Texas Chainsaw Massacre (1974),"https://images-na.ssl-images-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1968,The Texas Chainsaw Massacre 2 (1986),http://www.impawards.com/1986/posters/texas_chainsaw_massacre_two_xlg.jpg
1969,Leatherface: Texas Chainsaw Massacre III (1990),http://c8.alamy.com/comp/E5NT6X/leatherface-texas-chainsaw-massacre-iii-us-poster-ra-mihailoff-1990-E5NT6X.jpg
